	Phenotype_ID	Description	q	nq	tot	Phenotype_score
1043	HP:0007657	Diffuse nuclear cataract	0.1	1.0	1	0.0
1044	HP:0010521	Gait apraxia	0.1	1.0	1	0.0
1045	HP:0010527	Astereognosia	0.1	1.0	1	0.0
1046	HP:0005090	Lateral femoral bowing	0.1	1.0	1	0.0
1047	HP:0012584	Bilateral renal hypoplasia	0.1	1.0	1	0.0
1048	HP:0011581	Double outlet left ventricle	0.1	1.0	1	0.0
1049	HP:0007809	Punctate corneal dystrophy	0.1	1.0	1	0.0
1050	HP:0009814	Upper limb peromelia	0.1	1.0	1	0.0
1051	HP:0009761	Anterior clefting of vertebral bodies	0.1	1.0	1	0.0
1052	HP:0009769	Bullet-shaped phalanges of the hand	0.1	1.0	1	0.0
1053	HP:0040201	Simultanapraxia	0.1	1.0	1	0.0
1054	HP:0008857	Neonatal short-trunk short stature	0.1	1.0	1	0.0
1055	HP:0011824	Chin with H-shaped crease	0.1	1.0	1	0.0
1056	HP:0011823	Chin with horizontal crease	0.1	1.0	1	0.0
1057	HP:0011530	Retinal hole	0.1	1.0	1	0.0
1058	HP:0007146	Bilateral basal ganglia lesions	0.1	1.0	1	0.0
1059	HP:0010903	Abnormality of glutamine metabolism	0.1	1.0	1	0.0
1060	HP:0007330	Frontal encephalocele	0.1	1.0	1	0.0
1061	HP:0008663	Renal sarcoma	0.1	1.0	1	0.0
1062	HP:0030362	Reduced muscle carnitine level	0.1	1.0	1	0.0
1063	HP:0030369	Induced vaginal delivery	0.1	1.0	1	0.0
1064	HP:0011325	Pansynostosis	0.1	1.0	1	0.0
1065	HP:0030507	Retinal crystals	0.1	1.0	1	0.0
1066	HP:0030368	Hyperphalangy of the 2nd finger	0.1	1.0	1	0.0
1067	HP:0011327	Posterior plagiocephaly	0.1	1.0	1	0.0
1068	HP:0005099	Severe hydrops fetalis	0.1	1.0	1	0.0
1069	HP:0005478	Prominent frontal sinuses	0.1	1.0	1	0.0
1070	HP:0007658	Large hyperpigmented retinal spots	0.1	1.0	1	0.0
1071	HP:0008978	Necrotizing myopathy	0.1	1.0	1	0.0
1072	HP:0004566	Pear-shaped vertebrae	0.1	1.0	1	0.0
1073	HP:0012746	Thin toenail	0.1	1.0	1	0.0
1074	HP:0011934	Dilatation of mesenteric artery	0.1	1.0	1	0.0
1075	HP:0005781	Contractures of the large joints	0.1	1.0	1	0.0
1076	HP:0007937	Reticular pigmentary degeneration	0.1	1.0	1	0.0
1077	HP:0007935	Juvenile posterior subcapsular lenticular opacities	0.1	1.0	1	0.0
1078	HP:0200023	Priapism	0.1	1.0	1	0.0
1079	HP:0030997	Atretic vas deferens	0.1	1.0	1	0.0
1080	HP:0030991	Sclerosing cholangitis	0.1	1.0	1	0.0
1081	HP:0031028	Lactescent serum	0.1	1.0	1	0.0
1082	HP:0031026	Snail-like ilia	0.1	1.0	1	0.0
1083	HP:0012747	Abnormal brainstem MRI signal intensity	0.1	1.0	1	0.0
1084	HP:0005780	Absent fourth finger distal interphalangeal crease	0.1	1.0	1	0.0
1085	HP:0004913	Intermittent lactic acidemia	0.1	1.0	1	0.0
1086	HP:0040149	Woolly scalp hair	0.1	1.0	1	0.0
1087	HP:0040147	L-2-hydroxyglutaric acidemia	0.1	1.0	1	0.0
1088	HP:0010017	Cone-shaped epiphysis of the 1st metacarpal	0.1	1.0	1	0.0
1089	HP:0040140	Degeneration of the striatum	0.1	1.0	1	0.0
1090	HP:0006040	Long second metacarpal	0.1	1.0	1	0.0
1091	HP:0025252	Geographic tongue	0.1	1.0	1	0.0
1092	HP:0040142	5-oxoprolinase deficiency	0.1	1.0	1	0.0
1093	HP:0007390	Hyperkeratosis with erythema	0.1	1.0	1	0.0
1094	HP:0007397	Axillary apocrine gland hypoplasia	0.1	1.0	1	0.0
1095	HP:0005609	Gallbladder dysfunction	0.1	1.0	1	0.0
1096	HP:0006931	Lipoma of corpus callosum	0.1	1.0	1	0.0
1097	HP:0004910	Bicarbonate-wasting renal tubular acidosis	0.1	1.0	1	0.0
1098	HP:0008148	Impaired epinephrine-induced platelet aggregation	0.1	1.0	1	0.0
1099	HP:0005873	Polysyndactyly of hallux	0.1	1.0	1	0.0
1100	HP:0004562	Beaking of vertebral bodies T12-L3	0.1	1.0	1	0.0
1101	HP:0008144	Flattening of the talar dome	0.1	1.0	1	0.0
1102	HP:0008279	Transient hyperlipidemia	0.1	1.0	1	0.0
1103	HP:0008275	Abnormal light-adapted electroretinogram	0.1	1.0	1	0.0
1104	HP:0008142	Delayed calcaneal ossification	0.1	1.0	1	0.0
1105	HP:0008141	Dislocation of toes	0.1	1.0	1	0.0
1106	HP:0008608	Hypertrophic auricular cartilage	0.1	1.0	1	0.0
1107	HP:0008271	Abnormal cartilage collagen	0.1	1.0	1	0.0
1108	HP:0008273	Transient aminoaciduria	0.1	1.0	1	0.0
1109	HP:0005872	Brachytelomesophalangy	0.1	1.0	1	0.0
1110	HP:0000372	Abnormality of the auditory canal	0.1	1.0	1	0.0
1111	HP:0004916	Generalized distal tubular acidosis	0.1	1.0	1	0.0
1112	HP:0005877	Multiple small vertebral fractures	0.1	1.0	1	0.0
1113	HP:0004783	Duodenal polyposis	0.1	1.0	1	0.0
1114	HP:0100898	Connective tissue nevi	0.1	1.0	1	0.0
1115	HP:0030423	Splenic cyst	0.1	1.0	1	0.0
1116	HP:0012457	Medial calcification of medium-sized arteries	0.1	1.0	1	0.0
1117	HP:0007411	Hypoplastic-absent sebaceous glands	0.1	1.0	1	0.0
1118	HP:0006520	Progressive pulmonary function impairment	0.1	1.0	1	0.0
1119	HP:0006834	Developmental stagnation at onset of seizures	0.1	1.0	1	0.0
1120	HP:0006524	Tracheobronchial leiomyomatosis	0.1	1.0	1	0.0
1121	HP:0004784	Juvenile gastrointestinal polyposis	0.1	1.0	1	0.0
1122	HP:0007802	Granular corneal dystrophy	0.1	1.0	1	0.0
1123	HP:0011856	Pica	0.1	1.0	1	0.0
1124	HP:0006417	Broad femoral metaphyses	0.1	1.0	1	0.0
1125	HP:0030843	Cardiac amyloidosis	0.1	1.0	1	0.0
1126	HP:0011363	Abnormality of hair growth rate	0.1	1.0	1	0.0
1127	HP:0100493	Hypoammonemia	0.1	1.0	1	0.0
1128	HP:0006276	Hyperechogenic pancreas	0.1	1.0	1	0.0
1129	HP:0100491	Abnormality of lower limb joint	0.1	1.0	1	0.0
1130	HP:0030978	Decreased CSF/serum albumin ratio	0.1	1.0	1	0.0
1131	HP:0007230	Decreased distal sensory nerve action potential	0.1	1.0	1	0.0
1132	HP:0005278	Hypoplastic nasal tip	0.1	1.0	1	0.0
1133	HP:0007233	Clusters of axonal regeneration	0.1	1.0	1	0.0
1134	HP:0005304	Hypoplastic pulmonary veins	0.1	1.0	1	0.0
1135	HP:0030672	Asteroid hyalosis	0.1	1.0	1	0.0
1136	HP:0030674	Antenatal onset	0.1	1.0	1	0.0
1137	HP:0030676	Satyr ear	0.1	1.0	1	0.0
1138	HP:0030052	Inguinal freckling	0.1	1.0	1	0.0
1139	HP:0007490	Linear arrays of macular hyperkeratoses in flexural areas	0.1	1.0	1	0.0
1140	HP:0007494	Discrete 2 to 5-mm hyper- and hypopigmented macules	0.1	1.0	1	0.0
1141	HP:0030057	Autoimmune antibody positivity	0.1	1.0	1	0.0
1142	HP:0004330	Increased skull ossification	0.1	1.0	1	0.0
1143	HP:0011658	Double outlet right ventricle with subpulmonary ventricular septal defect without pulmonary stenosis	0.1	1.0	1	0.0
1144	HP:0010097	Partial duplication of the distal phalanx of the hallux	0.1	1.0	1	0.0
1145	HP:0009603	Deviation of the thumb	0.1	1.0	1	0.0
1146	HP:0005258	Pectoral muscle hypoplasia/aplasia	0.1	1.0	1	0.0
1147	HP:0009608	Complete duplication of proximal phalanx of the thumb	0.1	1.0	1	0.0
1148	HP:0006818	Type I lissencephaly	0.1	1.0	1	0.0
1149	HP:0030974	Cryptozoospermia	0.1	1.0	1	0.0
1150	HP:0007670	Abnormal vestibulo-ocular reflex	0.1	1.0	1	0.0
1151	HP:0005602	Progressive vitiligo	0.1	1.0	1	0.0
1152	HP:0012026	Hyperornithinemia	0.1	1.0	1	0.0
1153	HP:0011943	Increased urinary thiosulfate	0.1	1.0	1	0.0
1154	HP:0010735	Polyostotic fibrous dysplasia	0.1	1.0	1	0.0
1155	HP:0011941	Anterior wedging of L2	0.1	1.0	1	0.0
1156	HP:0001983	Reduced lymphocyte surface expression of CD43	0.1	1.0	1	0.0
1157	HP:0011946	Bronchiolitis obliterans	0.1	1.0	1	0.0
1158	HP:0011945	Bronchiolitis obliterans organizing pneumonia	0.1	1.0	1	0.0
1159	HP:0005645	Intervertebral disk calcification	0.1	1.0	1	0.0
1160	HP:0030436	Fibrofolliculoma	0.1	1.0	1	0.0
1161	HP:0012027	Laryngeal edema	0.1	1.0	1	0.0
1162	HP:0010940	Aplasia/Hypoplasia of the nasal bone	0.1	1.0	1	0.0
1163	HP:0008835	Multicentric femoral head ossification	0.1	1.0	1	0.0
1164	HP:0012796	Increased cup-to-disc ratio	0.1	1.0	1	0.0
1165	HP:0004499	Chronic rhinitis due to narrow nasal airway	0.1	1.0	1	0.0
1166	HP:0010943	Echogenic fetal bowel	0.1	1.0	1	0.0
1167	HP:0004529	Atrophic, patchy alopecia	0.1	1.0	1	0.0
1168	HP:0030468	Abnormal multifocal electroretinogram	0.1	1.0	1	0.0
1169	HP:0000277	Abnormality of the mandible	0.1	1.0	1	0.0
1170	HP:0011054	Agenesis of molar	0.1	1.0	1	0.0
1171	HP:0009938	Sunken cheeks	0.1	1.0	1	0.0
1172	HP:0031417	Rhinorrhea	0.1	1.0	1	0.0
1173	HP:0100634	Neuroendocrine neoplasm	0.1	1.0	1	0.0
1174	HP:0002048	Renal cortical atrophy	0.1	1.0	1	0.0
1175	HP:0030448	Soft tissue sarcoma	0.1	1.0	1	0.0
1176	HP:0012313	Heberden's node	0.1	1.0	1	0.0
1177	HP:0008823	Hypoplastic inferior pubic rami	0.1	1.0	1	0.0
1178	HP:0008410	Subungual hyperkeratotic fragments	0.1	1.0	1	0.0
1179	HP:0007277	Paucity of anterior horn motor neurons	0.1	1.0	1	0.0
1180	HP:0100770	Hyperperistalsis	0.1	1.0	1	0.0
1181	HP:0006232	Expanded metacarpals with widened medullary cavities	0.1	1.0	1	0.0
1182	HP:0006499	Abnormality of femoral epiphysis	0.1	1.0	1	0.0
1183	HP:0010980	Hyperlipoproteinemia	0.1	1.0	1	0.0
1184	HP:0100778	Cryoglobulinemia	0.1	1.0	1	0.0
1185	HP:0007086	Social and occupational deterioration	0.1	1.0	1	0.0
1186	HP:0005198	Stiff interphalangeal joints	0.1	1.0	1	0.0
1187	HP:0012468	Chronic acidosis	0.1	1.0	1	0.0
1188	HP:0011232	Infra-orbital fold	0.1	1.0	1	0.0
1189	HP:0002549	Deficit in phonologic short-term memory	0.1	1.0	1	0.0
1190	HP:0006239	Shortening of all middle phalanges of the toes	0.1	1.0	1	0.0
1191	HP:0002848	Specific anti-polysaccharide antibody deficiency	0.1	1.0	1	0.0
1192	HP:0030087	Abnormal serum testosterone level	0.1	1.0	1	0.0
1193	HP:0003133	Abnormality of the spinocerebellar tracts	0.1	1.0	1	0.0
1194	HP:0005817	Postaxial polysyndactyly of foot	0.1	1.0	1	0.0
1195	HP:0030080	Burkitt lymphoma	0.1	1.0	1	0.0
1196	HP:0003238	Hyperpepsinogenemia I	0.1	1.0	1	0.0
1197	HP:0003239	Phosphoethanolaminuria	0.1	1.0	1	0.0
1198	HP:0003232	Mitochondrial malic enzyme reduced	0.1	1.0	1	0.0
1199	HP:0008188	Thyroid dysgenesis	0.1	1.0	1	0.0
1200	HP:0002722	Recurrent abscess formation	0.1	1.0	1	0.0
1201	HP:0008573	Low-frequency sensorineural hearing impairment	0.1	1.0	1	0.0
1202	HP:0003943	Abnormality of the joint spaces of the elbow	0.1	1.0	1	0.0
1203	HP:0000941	Short diaphyses	0.1	1.0	1	0.0
1204	HP:0031107	Decreased fibular diameter	0.1	1.0	1	0.0
1205	HP:0005430	Recurrent Neisserial infections	0.1	1.0	1	0.0
1206	HP:0012592	Albuminuria	0.1	1.0	1	0.0
1207	HP:0005133	Right ventricular dilatation	0.1	1.0	1	0.0
1208	HP:0012175	Resistance to activated protein C	0.1	1.0	1	0.0
1209	HP:0012176	Abnormal natural killer cell morphology	0.1	1.0	1	0.0
1210	HP:0012177	Abnormal natural killer cell physiology	0.1	1.0	1	0.0
1211	HP:0031189	Wrist drop	0.1	1.0	1	0.0
1212	HP:0003756	Skeletal myopathy	0.1	1.0	1	0.0
1213	HP:0012173	Orthostatic tachycardia	0.1	1.0	1	0.0
1214	HP:0200000	Dysharmonic bone age	0.1	1.0	1	0.0
1215	HP:0006723	Intestinal carcinoid	0.1	1.0	1	0.0
1216	HP:0200083	Severe limb shortening	0.1	1.0	1	0.0
1217	HP:0006727	T-cell acute lymphoblastic leukemias	0.1	1.0	1	0.0
1218	HP:0005254	Unilateral chest hypoplasia	0.1	1.0	1	0.0
1219	HP:0009813	Upper limb phocomelia	0.1	1.0	1	0.0
1220	HP:0001340	Enhancement of the C-reflex	0.1	1.0	1	0.0
1221	HP:0008953	Pectoralis major hypoplasia	0.1	1.0	1	0.0
1222	HP:0012806	Proboscis	0.1	1.0	1	0.0
1223	HP:0012805	Iris transillumination defect	0.1	1.0	1	0.0
1224	HP:0045080	Decreased proportion of CD3-positive T cells	0.1	1.0	1	0.0
1225	HP:0100889	Abnormality of the ductus choledochus	0.1	1.0	1	0.0
1226	HP:0007553	Congenital symmetrical palmoplantar keratosis	0.1	1.0	1	0.0
1227	HP:0006048	Distal widening of metacarpals	0.1	1.0	1	0.0
1228	HP:0005033	Distal ulnar hypoplasia	0.1	1.0	1	0.0
1229	HP:0004605	Absent vertebral body mineralization	0.1	1.0	1	0.0
1230	HP:0004603	Hyperconvex vertebral body endplates	0.1	1.0	1	0.0
1231	HP:0006256	Abnormality of hand joint mobility	0.1	1.0	1	0.0
1232	HP:0005136	Mitral annular calcification	0.1	1.0	1	0.0
1233	HP:0004459	Exostosis of the external auditory canal	0.1	1.0	1	0.0
1234	HP:0030953	Conjunctival hyperemia	0.1	1.0	1	0.0
1235	HP:0005132	Pericardial constriction	0.1	1.0	1	0.0
1236	HP:0008817	Aplastic pubic bones	0.1	1.0	1	0.0
1237	HP:0005130	Restrictive heart failure	0.1	1.0	1	0.0
1238	HP:0002822	Hyperplasia of the femoral trochanters	0.1	1.0	1	0.0
1239	HP:0030951	Skeletal muscle fibrosis	0.1	1.0	1	0.0
1240	HP:0010438	Abnormal ventricular septum morphology	0.1	1.0	1	0.0
1241	HP:0002505	Progressive inability to walk	0.1	1.0	1	0.0
1242	HP:0002826	Halberd-shaped pelvis	0.1	1.0	1	0.0
1243	HP:0002501	Spasticity of pharyngeal muscles	0.1	1.0	1	0.0
1244	HP:0100827	Lymphocytosis	0.1	1.0	1	0.0
1245	HP:0001412	Enteroviral hepatitis	0.1	1.0	1	0.0
1246	HP:0008001	Foveal hyperpigmentation	0.1	1.0	1	0.0
1247	HP:0001782	Bulbous tips of toes	0.1	1.0	1	0.0
1248	HP:0003271	Visceromegaly	0.1	1.0	1	0.0
1249	HP:0001785	Ankle swelling	0.1	1.0	1	0.0
1250	HP:0001033	Facial flushing after alcohol intake	0.1	1.0	1	0.0
1251	HP:0006789	Mitochondrial encephalopathy	0.1	1.0	1	0.0
1252	HP:0100309	Subdural hemorrhage	0.1	1.0	1	0.0
1253	HP:0006784	Paranasal sinus hypoplasia	0.1	1.0	1	0.0
1254	HP:0100799	Neoplasm of the middle ear	0.1	1.0	1	0.0
1255	HP:0100795	Abnormally straight spine	0.1	1.0	1	0.0
1256	HP:0004487	Acrobrachycephaly	0.1	1.0	1	0.0
1257	HP:0004268	Osteoarthritis of the small joints of the hand	0.1	1.0	1	0.0
1258	HP:0005688	Dysplastic distal thumb phalanges with a central hole	0.1	1.0	1	0.0
1259	HP:0410073	Increased level of ribose in CSF	0.1	1.0	1	0.0
1260	HP:0005682	Talocalcaneal synostosis	0.1	1.0	1	0.0
1261	HP:0008020	Progressive cone degeneration	0.1	1.0	1	0.0
1262	HP:0030075	Ductal carcinoma in situ	0.1	1.0	1	0.0
1263	HP:0008216	Adrenal gland dysgenesis	0.1	1.0	1	0.0
1264	HP:0410074	Increased level of xylitol in urine	0.1	1.0	1	0.0
1265	HP:0410075	Increased level of xylitol in CSF	0.1	1.0	1	0.0
1266	HP:0004621	Enlarged vertebral pedicles	0.1	1.0	1	0.0
1267	HP:0100610	Maternal hyperphenylalaninemia	0.1	1.0	1	0.0
1268	HP:0009626	Contractures of the interphalangeal joint of the thumb	0.1	1.0	1	0.0
1269	HP:0003784	Type 1 collagen overmodification	0.1	1.0	1	0.0
1270	HP:0011346	Mild expressive language delay	0.1	1.0	1	0.0
1271	HP:0100524	Limb duplication	0.1	1.0	1	0.0
1272	HP:0003549	Abnormality of connective tissue	0.1	1.0	1	0.0
1273	HP:0012152	Foveoschisis	0.1	1.0	1	0.0
1274	HP:0012151	Hemothorax	0.1	1.0	1	0.0
1275	HP:0010242	Aplasia of the proximal phalanges of the hand	0.1	1.0	1	0.0
1276	HP:0011133	Increased sensitivity to ionizing radiation	0.1	1.0	1	0.0
1277	HP:0011246	Underdeveloped superior crus of antihelix	0.1	1.0	1	0.0
1278	HP:0006252	Interphalangeal joint erosions	0.1	1.0	1	0.0
1279	HP:0006253	Swelling of proximal interphalangeal joints	0.1	1.0	1	0.0
1280	HP:0030021	Auricular tag	0.1	1.0	1	0.0
1281	HP:0006781	Hurthle cell thyroid adenoma	0.1	1.0	1	0.0
1282	HP:0030022	Question mark ear	0.1	1.0	1	0.0
1283	HP:0008640	Congenital macroorchidism	0.1	1.0	1	0.0
1284	HP:0005233	Hypoplasia of the gallbladder	0.1	1.0	1	0.0
1285	HP:0004724	Calcium nephrolithiasis	0.1	1.0	1	0.0
1286	HP:0010078	Bullet-shaped distal phalanx of the hallux	0.1	1.0	1	0.0
1287	HP:0005235	Jejunal atresia	0.1	1.0	1	0.0
1288	HP:0031273	Shock	0.1	1.0	1	0.0
1289	HP:0012401	Abnormal urine alpha-ketoglutarate concentration	0.1	1.0	1	0.0
1290	HP:0012402	Increased urine alpha-ketoglutarate concentration	0.1	1.0	1	0.0
1291	HP:0008259	Adrenocorticotropin receptor defect	0.1	1.0	1	0.0
1292	HP:0025379	Anti-thyroid peroxidase antibody positivity	0.1	1.0	1	0.0
1293	HP:0004019	Radial metaphyseal irregularity	0.1	1.0	1	0.0
1294	HP:0200109	Absent/shortened outer dynein arms	0.1	1.0	1	0.0
1295	HP:0012405	Hypocitraturia	0.1	1.0	1	0.0
1296	HP:0200104	Absent fifth fingernail	0.1	1.0	1	0.0
1297	HP:0200105	Absent fifth toenail	0.1	1.0	1	0.0
1298	HP:0010924	Posterior cortical cataract	0.1	1.0	1	0.0
1299	HP:0006397	Lateral displacement of patellae	0.1	1.0	1	0.0
1300	HP:0100305	Ring fibers	0.1	1.0	1	0.0
1301	HP:0010927	Abnormality of divalent inorganic cation homeostasis	0.1	1.0	1	0.0
1302	HP:0004540	Congenital, generalized hypertrichosis	0.1	1.0	1	0.0
1303	HP:0010922	Membranous cataract	0.1	1.0	1	0.0
1304	HP:0006398	Flat distal femoral epiphysis	0.1	1.0	1	0.0
1305	HP:0006392	Increased density of long bones	0.1	1.0	1	0.0
1306	HP:0004891	Recurrent infections due to aspiration	0.1	1.0	1	0.0
1307	HP:0005050	Anterolateral radial head dislocation	0.1	1.0	1	0.0
1308	HP:0007516	Redundant skin on fingers	0.1	1.0	1	0.0
1309	HP:0008812	Flattened femoral head	0.1	1.0	1	0.0
1310	HP:0031798	Elevated apolipoprotein B level	0.1	1.0	1	0.0
1311	HP:0012389	Appendicular hypotonia	0.1	1.0	1	0.0
1312	HP:0100959	Dense metaphyseal bands	0.1	1.0	1	0.0
1313	HP:0007599	Generalized reticulate brown pigmentation	0.1	1.0	1	0.0
1314	HP:0011305	Partial absence of toe	0.1	1.0	1	0.0
1315	HP:0007590	Aplasia cutis congenita over posterior parietal area	0.1	1.0	1	0.0
1316	HP:0003559	Muscle hyperirritability	0.1	1.0	1	0.0
1317	HP:0000172	Abnormality of the uvula	0.1	1.0	1	0.0
1318	HP:0031166	Eyelid myokymia	0.1	1.0	1	0.0
1319	HP:0030157	Flank pain	0.1	1.0	1	0.0
1320	HP:0200068	Nonprogressive visual loss	0.1	1.0	1	0.0
1321	HP:0025010	Foveal atrophy	0.1	1.0	1	0.0
1322	HP:0007375	Abnormality of the septum pellucidum	0.1	1.0	1	0.0
1323	HP:0006563	Malformation of the hepatic ductal plate	0.1	1.0	1	0.0
1324	HP:0006564	Fluctuating hepatomegaly	0.1	1.0	1	0.0
1325	HP:0000178	Abnormality of lower lip	0.1	1.0	1	0.0
1326	HP:0030897	Decreased intestinal transit time	0.1	1.0	1	0.0
1327	HP:0200003	Splayed epiphyses	0.1	1.0	1	0.0
1328	HP:0030892	Deep cerebral white matter hyperdensities	0.1	1.0	1	0.0
1329	HP:0008729	Absence of labia majora	0.1	1.0	1	0.0
1330	HP:0007048	Large basal ganglia	0.1	1.0	1	0.0
1331	HP:0025012	Status cribrosum	0.1	1.0	1	0.0
1332	HP:0040169	Loose anagen hair	0.1	1.0	1	0.0
1333	HP:0007707	Aphakia	0.1	1.0	1	0.0
1334	HP:0410072	Increased level of ribose in urine	0.1	1.0	1	0.0
1335	HP:0006994	Diffuse leukoencephalopathy	0.1	1.0	1	0.0
1336	HP:0007314	White matter neuronal heterotopia	0.1	1.0	1	0.0
1337	HP:0009783	Biceps aplasia	0.1	1.0	1	0.0
1338	HP:0100870	Plantar telangiectasia	0.1	1.0	1	0.0
1339	HP:0009781	Lester's sign	0.1	1.0	1	0.0
1340	HP:0006190	Radially deviated wrists	0.1	1.0	1	0.0
1341	HP:0006193	Thimble-shaped middle phalanges of hand	0.1	1.0	1	0.0
1342	HP:0009780	Iliac horns	0.1	1.0	1	0.0
1343	HP:0010461	Abnormality of the male genitalia	0.1	1.0	1	0.0
1344	HP:0012611	Increased urinary urate	0.1	1.0	1	0.0
1345	HP:0006992	Anterior basal encephalocele	0.1	1.0	1	0.0
1346	HP:0009742	Stiff shoulders	0.1	1.0	1	0.0
1347	HP:0025436	Elevated serum 11-deoxycortisol	0.1	1.0	1	0.0
1348	HP:0009745	Spinalarachnoid cyst	0.1	1.0	1	0.0
1349	HP:0009785	Triceps aplasia	0.1	1.0	1	0.0
1350	HP:0000619	Impaired convergence	0.1	1.0	1	0.0
1351	HP:0009746	Thick nasal septum	0.1	1.0	1	0.0
1352	HP:0008789	Cone-shaped capital femoral epiphysis	0.1	1.0	1	0.0
1353	HP:0008784	Wide capital femoral epiphyses	0.1	1.0	1	0.0
1354	HP:0009747	Lumbosacral hirsutism	0.1	1.0	1	0.0
1355	HP:0008838	Stippled calcification proximal humeral epiphyses	0.1	1.0	1	0.0
1356	HP:0010236	Small epiphyses of the phalanges of the hand	0.1	1.0	1	0.0
1357	HP:0008785	Delayed ossification of pubic rami	0.1	1.0	1	0.0
1358	HP:0008414	Lumbar kyphosis in infancy	0.1	1.0	1	0.0
1359	HP:0025435	Increased lactate dehydrogenase activity	0.1	1.0	1	0.0
1360	HP:0008372	Abnormality of vitamin A metabolism	0.1	1.0	1	0.0
1361	HP:0030241	Hypoplasia of deltoid muscle	0.1	1.0	1	0.0
1362	HP:0007097	Cranial nerve motor loss	0.1	1.0	1	0.0
1363	HP:0005035	Shortening of all phalanges of the toes	0.1	1.0	1	0.0
1364	HP:0007065	Disorganization of the anterior cerebellar vermis	0.1	1.0	1	0.0
1365	HP:0008706	Distal urethral duplication	0.1	1.0	1	0.0
1366	HP:0008707	Absent scrotum	0.1	1.0	1	0.0
1367	HP:0007063	Aplasia of the inferior half of the cerebellar vermis	0.1	1.0	1	0.0
1368	HP:0003760	Percussion-induced rapid rolling muscle contractions	0.1	1.0	1	0.0
1369	HP:0001215	Camptodactyly of 2nd-5th fingers	0.1	1.0	1	0.0
1370	HP:0008708	Partial development of the penile shaft	0.1	1.0	1	0.0
1371	HP:0007069	Profound static encephalopathy	0.1	1.0	1	0.0
1372	HP:0000032	Abnormality of male external genitalia	0.1	1.0	1	0.0
1373	HP:0025431	Staccato cry	0.1	1.0	1	0.0
1374	HP:0030839	Knee pain	0.1	1.0	1	0.0
1375	HP:0100755	Abnormality of salivation	0.1	1.0	1	0.0
1376	HP:0100754	Mania	0.1	1.0	1	0.0
1377	HP:0100752	Abnormal liver lobulation	0.1	1.0	1	0.0
1378	HP:0002528	Granulovacuolar degeneration	0.1	1.0	1	0.0
1379	HP:0011488	Abnormal corneal endothelium morphology	0.1	1.0	1	0.0
1380	HP:0011480	Unilateral microphthalmos	0.1	1.0	1	0.0
1381	HP:0004288	Pseudoepiphyses of hand bones	0.1	1.0	1	0.0
1382	HP:0025035	Abnormal proerythroblast morphology	0.1	1.0	1	0.0
1383	HP:0100501	Recurrent bronchiolitis	0.1	1.0	1	0.0
1384	HP:0007574	Generalized bronze hyperpigmentation	0.1	1.0	1	0.0
1385	HP:0100035	Phonic tics	0.1	1.0	1	0.0
1386	HP:0410071	Increased level of ribitol in CSF	0.1	1.0	1	0.0
1387	HP:0025355	Retinal arterial macroaneurysms	0.1	1.0	1	0.0
1388	HP:0030323	Unilateral vertebral artery hypoplasia	0.1	1.0	1	0.0
1389	HP:0002491	Spasticity of facial muscles	0.1	1.0	1	0.0
1390	HP:0030325	Cervicomedullary schisis	0.1	1.0	1	0.0
1391	HP:0030402	Abnormal platelet aggregation	0.1	1.0	1	0.0
1392	HP:0012284	Small proximal tibial epiphyses	0.1	1.0	1	0.0
1393	HP:0030328	Decreased osteoclast count	0.1	1.0	1	0.0
1394	HP:0012280	Hepatic amyloidosis	0.1	1.0	1	0.0
1395	HP:0012283	Small distal femoral epiphysis	0.1	1.0	1	0.0
1396	HP:0012282	Morbilliform rash	0.1	1.0	1	0.0
1397	HP:0005312	Pulmonary aterial intimal fibrosis	0.1	1.0	1	0.0
1398	HP:0025357	Erratic myoclonus	0.1	1.0	1	0.0
1399	HP:0003252	Anteriorly displaced genitalia	0.1	1.0	1	0.0
1400	HP:0012428	Prominent calcaneus	0.1	1.0	1	0.0
1401	HP:0006502	Aplasia/Hypoplasia involving the carpal bones	0.1	1.0	1	0.0
1402	HP:0003258	Glyoxalase deficiency	0.1	1.0	1	0.0
1403	HP:0006763	Anal canal squamous carcinoma	0.1	1.0	1	0.0
1404	HP:0410070	Increased level of ribitol in urine	0.1	1.0	1	0.0
1405	HP:0006812	White mater abnormalities in the posterior periventricular region	0.1	1.0	1	0.0
1406	HP:0031005	Hyperalgesia	0.1	1.0	1	0.0
1407	HP:0040166	Abnormality of the periosteum	0.1	1.0	1	0.0
1408	HP:0007705	Corneal degeneration	0.1	1.0	1	0.0
1409	HP:0040165	Periostitis	0.1	1.0	1	0.0
1410	HP:0002088	Abnormal lung morphology	0.1	1.0	1	0.0
1411	HP:0003526	Orotic acid crystalluria	0.1	1.0	1	0.0
1412	HP:0030528	Paracentral scotoma	0.1	1.0	1	0.0
1413	HP:0100504	Vitamin B2 deficiency	0.1	1.0	1	0.0
1414	HP:0010773	Partial anomalous pulmonary venous return	0.1	1.0	1	0.0
1415	HP:0004379	Abnormality of alkaline phosphatase activity	0.1	1.0	1	0.0
1416	HP:0008606	Supraauricular pit	0.1	1.0	1	0.0
1417	HP:0007023	Antenatal intracerebral hemorrhage	0.1	1.0	1	0.0
1418	HP:0008740	Longitudinal vaginal septum	0.1	1.0	1	0.0
1419	HP:0001966	Mesangial abnormality	0.1	1.0	1	0.0
