	Phenotype_ID	Description	q	nq	tot	Phenotype_score
995	HP:0003678	Rapidly progressive	6.0	30.0	36	0.784200255974
996	HP:0007178	Motor polyneuropathy	3.0	15.0	18	0.784200255974
997	HP:0002686	Prenatal maternal abnormality	3.0	15.0	18	0.784200255974
998	HP:0011968	Feeding difficulties	45.0	228.0	273	0.765091433026
999	HP:0002240	Hepatomegaly	65.0	330.0	395	0.762173949644
1000	HP:0000572	Visual loss	18.0	92.0	110	0.752491396247
1001	HP:0003828	Variable expressivity	42.0	215.0	257	0.750252924051
1002	HP:0002150	Hypercalciuria	8.0	41.0	49	0.748576346243
1003	HP:0001310	Dysmetria	14.0	72.0	86	0.743558271477
1004	HP:0004334	Dermal atrophy	6.0	31.0	37	0.736894541196
1005	HP:0003236	Elevated serum creatine phosphokinase	34.0	177.0	211	0.725985642029
1006	HP:0000078	Abnormality of the genital system	4.0	21.0	25	0.713810928083
1007	HP:0000815	Hypergonadotropic hypogonadism	8.0	42.0	50	0.713810928083
1008	HP:0006579	Prolonged neonatal jaundice	4.0	21.0	25	0.713810928083
1009	HP:0002092	Pulmonary arterial hypertension	16.0	84.0	100	0.713810928083
1010	HP:0000618	Blindness	31.0	165.0	196	0.694002447002
1011	HP:0002445	Tetraplegia	3.0	16.0	19	0.691090851582
1012	HP:0009027	Foot dorsiflexor weakness	9.0	48.0	57	0.691090851582
1013	HP:0000639	Nystagmus	107.0	577.0	684	0.675167828617
1014	HP:0004326	Cachexia	9.0	49.0	58	0.661343508188
1015	HP:0001300	Parkinsonism	11.0	60.0	71	0.65866937389
1016	HP:0002663	Delayed epiphyseal ossification	2.0	11.0	13	0.646696732224
1017	HP:0003380	Decreased number of peripheral myelinated nerve fibers	4.0	22.0	26	0.646696732224
1018	HP:0001923	Reticulocytosis	4.0	22.0	26	0.646696732224
1019	HP:0004389	Intestinal pseudo-obstruction	2.0	11.0	13	0.646696732224
1020	HP:0004396	Poor appetite	4.0	22.0	26	0.646696732224
1021	HP:0002897	Parathyroid adenoma	2.0	11.0	13	0.646696732224
1022	HP:0100710	Impulsivity	4.0	22.0	26	0.646696732224
1023	HP:0001289	Confusion	7.0	39.0	46	0.628081054057
1024	HP:0003002	Breast carcinoma	7.0	39.0	46	0.628081054057
1025	HP:0040083	Toe walking	5.0	28.0	33	0.620701523691
1026	HP:0001315	Reduced tendon reflexes	14.0	79.0	93	0.609702524742
1027	HP:0002180	Neurodegeneration	9.0	51.0	60	0.603628010332
1028	HP:0000013	Hypoplasia of the uterus	6.0	34.0	40	0.603628010332
1029	HP:0100295	Muscle fiber atrophy	3.0	17.0	20	0.603628010332
1030	HP:0002539	Cortical dysplasia	3.0	17.0	20	0.603628010332
1031	HP:0011398	Central hypotonia	3.0	17.0	20	0.603628010332
1032	HP:0002421	Poor head control	7.0	40.0	47	0.591555178032
1033	HP:0100543	Cognitive impairment	34.0	195.0	229	0.586260878362
1034	HP:0003388	Easy fatigability	8.0	46.0	54	0.582566394804
1035	HP:0003473	Fatigable weakness	4.0	23.0	27	0.582566394804
1036	HP:0002637	Cerebral ischemia	8.0	46.0	54	0.582566394804
1037	HP:0002076	Migraine	17.0	98.0	115	0.578881347996
1038	HP:0200134	Epileptic encephalopathy	9.0	52.0	61	0.575613634163
1039	HP:0002015	Dysphagia	33.0	192.0	225	0.565559969499
1040	HP:0000708	Behavioral abnormality	11.0	65.0	76	0.54319215647
1041	HP:0003401	Paresthesia	13.0	77.0	90	0.539781528308
1042	HP:0000716	Depressivity	32.0	190.0	222	0.53627274253
1043	HP:0000007	Autosomal recessive inheritance	320.0	1901.0	2221	0.5355136291
1044	HP:0003710	Exercise-induced muscle cramps	1.0	6.0	7	0.52116585014
1045	HP:0002198	Dilated fourth ventricle	1.0	6.0	7	0.52116585014
1046	HP:0007266	Cerebral dysmyelination	1.0	6.0	7	0.52116585014
1047	HP:0000244	Brachyturricephaly	1.0	6.0	7	0.52116585014
1048	HP:0001308	Tongue fasciculations	2.0	12.0	14	0.52116585014
1049	HP:0009726	Renal neoplasm	1.0	6.0	7	0.52116585014
1050	HP:0012605	Hypernatriuria	1.0	6.0	7	0.52116585014
1051	HP:0006938	Impaired vibration sensation at ankles	1.0	6.0	7	0.52116585014
1052	HP:0001708	Right ventricular failure	1.0	6.0	7	0.52116585014
1053	HP:0000108	Renal corticomedullary cysts	1.0	6.0	7	0.52116585014
1054	HP:0012251	ST segment elevation	1.0	6.0	7	0.52116585014
1055	HP:0002585	Abnormality of the peritoneum	1.0	6.0	7	0.52116585014
1056	HP:0001084	Corneal arcus	1.0	6.0	7	0.52116585014
1057	HP:0006682	Ventricular extrasystoles	1.0	6.0	7	0.52116585014
1058	HP:0010502	Fibular bowing	1.0	6.0	7	0.52116585014
1059	HP:0000399	Prelingual sensorineural hearing impairment	1.0	6.0	7	0.52116585014
1060	HP:0007002	Motor axonal neuropathy	2.0	12.0	14	0.52116585014
1061	HP:0004447	Poikilocytosis	1.0	6.0	7	0.52116585014
1062	HP:0007427	Reticulated skin pigmentation	1.0	6.0	7	0.52116585014
1063	HP:0030219	Semantic dementia	1.0	6.0	7	0.52116585014
1064	HP:0012473	Tongue atrophy	1.0	6.0	7	0.52116585014
1065	HP:0010537	Wide cranial sutures	1.0	6.0	7	0.52116585014
1066	HP:0000636	Upper eyelid coloboma	1.0	6.0	7	0.52116585014
1067	HP:0000654	Decreased light- and dark-adapted electroretinogram amplitude	2.0	12.0	14	0.52116585014
1068	HP:0010525	Finger agnosia	1.0	6.0	7	0.52116585014
1069	HP:0002057	Prominent glabella	1.0	6.0	7	0.52116585014
1070	HP:0003698	Difficulty standing	1.0	6.0	7	0.52116585014
1071	HP:0005222	Bowel diverticulosis	1.0	6.0	7	0.52116585014
1072	HP:0007109	Periventricular cysts	1.0	6.0	7	0.52116585014
1073	HP:0009130	Hand muscle atrophy	1.0	6.0	7	0.52116585014
1074	HP:0100561	Spinal cord lesion	1.0	6.0	7	0.52116585014
1075	HP:0003235	Hypermethioninemia	1.0	6.0	7	0.52116585014
1076	HP:0002654	Multiple epiphyseal dysplasia	1.0	6.0	7	0.52116585014
1077	HP:0001028	Hemangioma	4.0	24.0	28	0.52116585014
1078	HP:0004586	Biconcave vertebral bodies	2.0	12.0	14	0.52116585014
1079	HP:0000726	Dementia	18.0	108.0	126	0.52116585014
1080	HP:0002478	Progressive spastic quadriplegia	1.0	6.0	7	0.52116585014
1081	HP:0008240	Secondary growth hormone deficiency	1.0	6.0	7	0.52116585014
1082	HP:0200036	Skin nodule	1.0	6.0	7	0.52116585014
1083	HP:0003020	Enlargement of the wrists	1.0	6.0	7	0.52116585014
1084	HP:0007807	Optic nerve compression	1.0	6.0	7	0.52116585014
1085	HP:0004417	Intermittent claudication	1.0	6.0	7	0.52116585014
1086	HP:0000456	Bifid nasal tip	1.0	6.0	7	0.52116585014
1087	HP:0000727	Frontal lobe dementia	1.0	6.0	7	0.52116585014
1088	HP:0001678	Atrioventricular block	3.0	18.0	21	0.52116585014
1089	HP:0002893	Pituitary adenoma	3.0	18.0	21	0.52116585014
1090	HP:0001276	Hypertonia	22.0	132.0	154	0.52116585014
1091	HP:0000262	Turricephaly	3.0	18.0	21	0.52116585014
1092	HP:0000407	Sensorineural hearing impairment	84.0	504.0	588	0.52116585014
1093	HP:0002204	Pulmonary embolism	7.0	42.0	49	0.52116585014
1094	HP:0003431	Decreased motor nerve conduction velocity	6.0	36.0	42	0.52116585014
1095	HP:0007731	Chorioretinal dysplasia	3.0	18.0	21	0.52116585014
1096	HP:0003674	Onset	3.0	18.0	21	0.52116585014
1097	HP:0002540	Inability to walk	6.0	36.0	42	0.52116585014
1098	HP:0000577	Exotropia	5.0	30.0	35	0.52116585014
1099	HP:0000486	Strabismus	79.0	482.0	561	0.497019762808
1100	HP:0002510	Spastic tetraplegia	8.0	49.0	57	0.491418506746
1101	HP:0012531	Pain	7.0	43.0	50	0.487218518217
1102	HP:0002120	Cerebral cortical atrophy	28.0	172.0	200	0.487218518217
1103	HP:0002355	Difficulty walking	13.0	80.0	93	0.484639974115
1104	HP:0001645	Sudden cardiac death	12.0	74.0	86	0.481637485954
1105	HP:0003457	EMG abnormality	16.0	99.0	115	0.476771730782
1106	HP:0002061	Lower limb spasticity	5.0	31.0	36	0.473860135362
1107	HP:0000961	Cyanosis	5.0	31.0	36	0.473860135362
1108	HP:0000020	Urinary incontinence	9.0	56.0	65	0.468698430246
1109	HP:0001262	Excessive daytime somnolence	4.0	25.0	29	0.462272161087
1110	HP:0000097	Focal segmental glomerulosclerosis	4.0	25.0	29	0.462272161087
1111	HP:0100021	Cerebral palsy	4.0	25.0	29	0.462272161087
1112	HP:0001518	Small for gestational age	14.0	88.0	102	0.454051654282
1113	HP:0011027	Abnormality of the fallopian tube	3.0	19.0	22	0.443163338139
1114	HP:0002166	Impaired vibration sensation in the lower limbs	3.0	19.0	22	0.443163338139
1115	HP:0001998	Neonatal hypoglycemia	3.0	19.0	22	0.443163338139
1116	HP:0001629	Ventricular septal defect	37.0	235.0	272	0.439064769925
1117	HP:0000647	Sclerocornea	5.0	32.0	37	0.428056445749
1118	HP:0002075	Dysdiadochokinesis	5.0	32.0	37	0.428056445749
1119	HP:0000365	Hearing impairment	63.0	405.0	468	0.421630176589
1120	HP:0003186	Inverted nipples	2.0	13.0	15	0.40568863272
1121	HP:0000077	Abnormality of the kidney	4.0	26.0	30	0.40568863272
1122	HP:0100335	Non-midline cleft lip	2.0	13.0	15	0.40568863272
1123	HP:0001339	Lissencephaly	2.0	13.0	15	0.40568863272
1124	HP:0010571	Elevated levels of phytanic acid	2.0	13.0	15	0.40568863272
1125	HP:0001053	Hypopigmented skin patches	16.0	104.0	120	0.40568863272
1126	HP:0001876	Pancytopenia	6.0	39.0	45	0.40568863272
1127	HP:0003829	Incomplete penetrance	14.0	91.0	105	0.40568863272
1128	HP:0001274	Agenesis of corpus callosum	24.0	156.0	180	0.40568863272
1129	HP:0007256	Abnormal pyramidal sign	13.0	85.0	98	0.397177132865
1130	HP:0003577	Congenital onset	31.0	203.0	234	0.394988744063
1131	HP:0003677	Slow progression	19.0	125.0	144	0.388271579643
1132	HP:0000113	Polycystic kidney dysplasia	5.0	33.0	38	0.38366232639
1133	HP:0003394	Muscle cramps	13.0	86.0	99	0.3803033143
1134	HP:0002922	Increased CSF protein	3.0	20.0	23	0.369162756695
1135	HP:0001338	Partial agenesis of the corpus callosum	3.0	20.0	23	0.369162756695
1136	HP:0000640	Gaze-evoked nystagmus	3.0	20.0	23	0.369162756695
1137	HP:0002953	Vertebral compression fractures	3.0	20.0	23	0.369162756695
1138	HP:0001048	Cavernous hemangioma	3.0	20.0	23	0.369162756695
1139	HP:0000614	Abnormal nasolacrimal system morphology	3.0	20.0	23	0.369162756695
1140	HP:0003324	Generalized muscle weakness	13.0	87.0	100	0.363624573154
1141	HP:0002066	Gait ataxia	13.0	87.0	100	0.363624573154
1142	HP:0002072	Chorea	7.0	47.0	54	0.358894421241
1143	HP:0100820	Glomerulopathy	8.0	54.0	62	0.351240848698
1144	HP:0003551	Difficulty climbing stairs	4.0	27.0	31	0.351240848698
1145	HP:0002063	Rigidity	12.0	81.0	93	0.351240848698
1146	HP:0001270	Motor delay	35.0	242.0	277	0.316548130532
1147	HP:0001889	Megaloblastic anemia	2.0	14.0	16	0.298773428804
1148	HP:0030890	Hyperintensity of cerebral white matter on MRI	1.0	7.0	8	0.298773428804
1149	HP:0002548	Parkinsonism with favorable response to dopaminergic medication	2.0	14.0	16	0.298773428804
1150	HP:0002199	Hypocalcemic seizures	1.0	7.0	8	0.298773428804
1151	HP:0000273	Facial grimacing	1.0	7.0	8	0.298773428804
1152	HP:0005264	Abnormality of the gallbladder	1.0	7.0	8	0.298773428804
1153	HP:0100749	Chest pain	8.0	56.0	64	0.298773428804
1154	HP:0002611	Cholestatic liver disease	1.0	7.0	8	0.298773428804
1155	HP:0006808	Cerebral hypomyelination	2.0	14.0	16	0.298773428804
1156	HP:0002888	Ependymoma	1.0	7.0	8	0.298773428804
1157	HP:0001751	Vestibular dysfunction	2.0	14.0	16	0.298773428804
1158	HP:0003537	Hypouricemia	1.0	7.0	8	0.298773428804
1159	HP:0001178	Ulnar claw	1.0	7.0	8	0.298773428804
1160	HP:0006957	Loss of ability to walk	1.0	7.0	8	0.298773428804
1161	HP:0011976	Elevated urinary catecholamines	1.0	7.0	8	0.298773428804
1162	HP:0000616	Miosis	1.0	7.0	8	0.298773428804
1163	HP:0009193	Pseudoepiphyses of the metacarpals	1.0	7.0	8	0.298773428804
1164	HP:0001216	Delayed ossification of carpal bones	1.0	7.0	8	0.298773428804
1165	HP:0009020	Exercise-induced muscle fatigue	1.0	7.0	8	0.298773428804
1166	HP:0000119	Abnormality of the genitourinary system	1.0	7.0	8	0.298773428804
1167	HP:0100777	Exostoses	2.0	14.0	16	0.298773428804
1168	HP:0002527	Falls	2.0	14.0	16	0.298773428804
1169	HP:0002895	Papillary thyroid carcinoma	1.0	7.0	8	0.298773428804
1170	HP:0006121	Acral ulceration	1.0	7.0	8	0.298773428804
1171	HP:0002346	Head tremor	2.0	14.0	16	0.298773428804
1172	HP:0000558	Rieger anomaly	1.0	7.0	8	0.298773428804
1173	HP:0001180	Hand oligodactyly	1.0	7.0	8	0.298773428804
1174	HP:0005374	Cellular immunodeficiency	4.0	28.0	32	0.298773428804
1175	HP:0000703	Dentinogenesis imperfecta	1.0	7.0	8	0.298773428804
1176	HP:0003134	Abnormality of peripheral nerve conduction	1.0	7.0	8	0.298773428804
1177	HP:0000366	Abnormality of the nose	1.0	7.0	8	0.298773428804
1178	HP:0003563	Decreased LDL cholesterol concentration	1.0	7.0	8	0.298773428804
1179	HP:0008151	Prolonged prothrombin time	2.0	14.0	16	0.298773428804
1180	HP:0000969	Edema	9.0	63.0	72	0.298773428804
1181	HP:0003547	Shoulder girdle muscle weakness	4.0	28.0	32	0.298773428804
1182	HP:0000037	Male pseudohermaphroditism	5.0	35.0	40	0.298773428804
1183	HP:0001972	Macrocytic anemia	3.0	21.0	24	0.298773428804
1184	HP:0012736	Profound global developmental delay	3.0	21.0	24	0.298773428804
1185	HP:0002371	Loss of speech	3.0	21.0	24	0.298773428804
1186	HP:0003429	CNS hypomyelination	3.0	21.0	24	0.298773428804
1187	HP:0002359	Frequent falls	7.0	49.0	56	0.298773428804
1188	HP:0002460	Distal muscle weakness	12.0	84.0	96	0.298773428804
1189	HP:0003557	Increased variability in muscle fiber diameter	5.0	35.0	40	0.298773428804
1190	HP:0007973	Retinal dysplasia	3.0	21.0	24	0.298773428804
1191	HP:0001284	Areflexia	20.0	140.0	160	0.298773428804
1192	HP:0002329	Drowsiness	3.0	21.0	24	0.298773428804
1193	HP:0001297	Stroke	6.0	42.0	48	0.298773428804
1194	HP:0001761	Pes cavus	23.0	162.0	185	0.289840304034
1195	HP:0000739	Anxiety	25.0	177.0	202	0.282378990553
1196	HP:0001258	Spastic paraplegia	9.0	64.0	73	0.276053352304
1197	HP:0002070	Limb ataxia	7.0	50.0	57	0.269627083144
1198	HP:0005484	Postnatal microcephaly	6.0	43.0	49	0.26482609688
1199	HP:0002017	Nausea and vomiting	21.0	152.0	173	0.250518260197
1200	HP:0000952	Jaundice	16.0	116.0	132	0.248147355734
1201	HP:0000039	Epispadias	3.0	22.0	25	0.231659232945
1202	HP:0012062	Bone cyst	3.0	22.0	25	0.231659232945
1203	HP:0001954	Episodic fever	3.0	22.0	25	0.231659232945
1204	HP:0000331	Short chin	3.0	22.0	25	0.231659232945
1205	HP:0002019	Constipation	26.0	191.0	217	0.229139240967
1206	HP:0001269	Hemiparesis	8.0	59.0	67	0.2234853015
1207	HP:0012378	Fatigue	33.0	244.0	277	0.219785132657
1208	HP:0001344	Absent speech	10.0	74.0	84	0.21860308012
1209	HP:0002079	Hypoplasia of the corpus callosum	25.0	186.0	211	0.210825729528
1210	HP:0006498	Aplasia/Hypoplasia of the patella	2.0	15.0	17	0.199237755253
1211	HP:0002979	Bowing of the legs	2.0	15.0	17	0.199237755253
1212	HP:0002062	Morphological abnormality of the pyramidal tract	2.0	15.0	17	0.199237755253
1213	HP:0005968	Temperature instability	2.0	15.0	17	0.199237755253
1214	HP:0002659	Increased susceptibility to fractures	4.0	30.0	34	0.199237755253
1215	HP:0003758	Reduced subcutaneous adipose tissue	2.0	15.0	17	0.199237755253
1216	HP:0100659	Abnormality of the cerebral vasculature	2.0	15.0	17	0.199237755253
1217	HP:0011002	Osteopetrosis	2.0	15.0	17	0.199237755253
1218	HP:0000924	Abnormality of the skeletal system	2.0	15.0	17	0.199237755253
1219	HP:0008730	Female external genitalia in individual with 46,XY karyotype	2.0	15.0	17	0.199237755253
1220	HP:0012444	Brain atrophy	4.0	30.0	34	0.199237755253
1221	HP:0100761	Visceral angiomatosis	2.0	15.0	17	0.199237755253
1222	HP:0000143	Rectovaginal fistula	2.0	15.0	17	0.199237755253
1223	HP:0006753	Neoplasm of the stomach	4.0	30.0	34	0.199237755253
1224	HP:0002353	EEG abnormality	21.0	159.0	180	0.185562818356
1225	HP:0007010	Poor fine motor coordination	3.0	23.0	26	0.167528895525
1226	HP:0001655	Patent foramen ovale	3.0	23.0	26	0.167528895525
1227	HP:0000752	Hyperactivity	10.0	77.0	87	0.161269905054
1228	HP:0007495	Prematurely aged appearance	4.0	31.0	35	0.151932040474
1229	HP:0000505	Visual impairment	44.0	342.0	386	0.147707454613
1230	HP:0000627	Posterior embryotoxon	5.0	39.0	44	0.142654226886
1231	HP:0001875	Neutropenia	10.0	78.0	88	0.142654226886
1232	HP:0001331	Absent septum pellucidum	5.0	39.0	44	0.142654226886
1233	HP:0002804	Arthrogryposis multiplex congenita	13.0	102.0	115	0.134142727031
1234	HP:0003581	Adult onset	12.0	95.0	107	0.121235243252
1235	HP:0005425	Recurrent sinopulmonary infections	1.0	8.0	9	0.106128350861
1236	HP:0003791	Deposits immunoreactive to beta-amyloid protein	1.0	8.0	9	0.106128350861
1237	HP:0002367	Visual hallucinations	2.0	16.0	18	0.106128350861
1238	HP:0011662	Tricuspid atresia	1.0	8.0	9	0.106128350861
1239	HP:0006986	Upper limb spasticity	1.0	8.0	9	0.106128350861
1240	HP:0001600	Abnormality of the larynx	1.0	8.0	9	0.106128350861
1241	HP:0003375	Narrow greater sacrosciatic notches	1.0	8.0	9	0.106128350861
1242	HP:0003363	Abdominal situs inversus	1.0	8.0	9	0.106128350861
1243	HP:0010874	Tendon xanthomatosis	1.0	8.0	9	0.106128350861
1244	HP:0000605	Supranuclear gaze palsy	1.0	8.0	9	0.106128350861
1245	HP:0040171	Decreased serum testosterone level	1.0	8.0	9	0.106128350861
1246	HP:0007814	Retinal pigment epithelial mottling	1.0	8.0	9	0.106128350861
1247	HP:0007281	Developmental stagnation	1.0	8.0	9	0.106128350861
1248	HP:0000157	Abnormality of the tongue	2.0	16.0	18	0.106128350861
1249	HP:0004385	Protracted diarrhea	1.0	8.0	9	0.106128350861
1250	HP:0008283	Fasting hyperinsulinemia	1.0	8.0	9	0.106128350861
1251	HP:0006572	Subacute progressive viral hepatitis	1.0	8.0	9	0.106128350861
1252	HP:0100785	Insomnia	2.0	16.0	18	0.106128350861
1253	HP:0012086	Abnormal urinary color	1.0	8.0	9	0.106128350861
1254	HP:0000991	Xanthomatosis	1.0	8.0	9	0.106128350861
1255	HP:0002486	Myotonia	2.0	16.0	18	0.106128350861
1256	HP:0012548	Fatty replacement of skeletal muscle	1.0	8.0	9	0.106128350861
1257	HP:0007021	Pain insensitivity	1.0	8.0	9	0.106128350861
1258	HP:0008180	Mildly elevated creatine phosphokinase	4.0	32.0	36	0.106128350861
1259	HP:0009023	Abdominal wall muscle weakness	1.0	8.0	9	0.106128350861
1260	HP:0005871	Metaphyseal chondrodysplasia	1.0	8.0	9	0.106128350861
1261	HP:0002655	Spondyloepiphyseal dysplasia	1.0	8.0	9	0.106128350861
1262	HP:0100699	Scarring	1.0	8.0	9	0.106128350861
1263	HP:0006958	Abnormal auditory evoked potentials	1.0	8.0	9	0.106128350861
1264	HP:0010772	Anomalous pulmonary venous return	1.0	8.0	9	0.106128350861
1265	HP:0001907	Thromboembolism	1.0	8.0	9	0.106128350861
1266	HP:0002354	Memory impairment	11.0	88.0	99	0.106128350861
1267	HP:0002395	Lower limb hyperreflexia	3.0	24.0	27	0.106128350861
1268	HP:0001402	Hepatocellular carcinoma	5.0	40.0	45	0.106128350861
1269	HP:0001374	Congenital hip dislocation	7.0	56.0	63	0.106128350861
1270	HP:0000717	Autism	15.0	121.0	136	0.0941557091953
1271	HP:0003693	Distal amyotrophy	10.0	81.0	91	0.0882064428641
1272	HP:0000252	Microcephaly	76.0	616.0	692	0.08726932361
1273	HP:0000100	Nephrotic syndrome	12.0	98.0	110	0.0763810074673
1274	HP:0002521	Hypsarrhythmia	6.0	49.0	55	0.0763810074673
1275	HP:0003470	Paralysis	5.0	41.0	46	0.0705044411306
1276	HP:0002380	Fasciculations	5.0	41.0	46	0.0705044411306
1277	HP:0000713	Agitation	8.0	66.0	74	0.0617342315029
1278	HP:0001083	Ectopia lentis	3.0	25.0	28	0.0472346618078
1279	HP:0000646	Amblyopia	5.0	42.0	47	0.0357390229699
1280	HP:0002514	Cerebral calcification	10.0	84.0	94	0.0357390229699
1281	HP:0002014	Diarrhea	15.0	127.0	142	0.0243342596977
1282	HP:0011969	Elevated circulating luteinizing hormone level	2.0	17.0	19	0.018665509611
1283	HP:0002027	Abdominal pain	18.0	153.0	171	0.018665509611
1284	HP:0100735	Hypertensive crisis	2.0	17.0	19	0.018665509611
1285	HP:0001538	Protuberant abdomen	2.0	17.0	19	0.018665509611
1286	HP:0012469	Infantile spasms	2.0	17.0	19	0.018665509611
1287	HP:0001057	Aplasia cutis congenita	2.0	17.0	19	0.018665509611
1288	HP:0001051	Seborrheic dermatitis	2.0	17.0	19	0.018665509611
1289	HP:0001281	Tetany	2.0	17.0	19	0.018665509611
1290	HP:0010307	Stridor	2.0	17.0	19	0.018665509611
1291	HP:0030195	Fatigable weakness of swallowing muscles	4.0	34.0	38	0.018665509611
1292	HP:0006824	Cranial nerve paralysis	8.0	68.0	76	0.018665509611
1293	HP:0003458	EMG: myopathic abnormalities	8.0	68.0	76	0.018665509611
1294	HP:0008822	Hypoplastic ischiopubic rami	0.1	1.0	1	0.0
1295	HP:0012504	Abnormal size of pituitary gland	0.1	1.0	1	0.0
1296	HP:0006684	Ventricular preexcitation with multiple accessory pathways	0.1	1.0	1	0.0
1297	HP:0011536	Right atrial isomerism	0.1	1.0	1	0.0
1298	HP:0009884	Tapered distal phalanges of finger	0.1	1.0	1	0.0
1299	HP:0011537	Left atrial isomerism	0.1	1.0	1	0.0
1300	HP:0005327	Loss of facial expression	0.1	1.0	1	0.0
1301	HP:0011285	Long-segment aganglionic megacolon	0.1	1.0	1	0.0
1302	HP:0011539	Atrial situs ambiguous	0.1	1.0	1	0.0
1303	HP:0200068	Nonprogressive visual loss	0.1	1.0	1	0.0
1304	HP:0008071	Maternal hypertension	0.1	1.0	1	0.0
1305	HP:0009244	Distal/middle symphalangism of 5th finger	0.1	1.0	1	0.0
1306	HP:0002234	Early balding	0.1	1.0	1	0.0
1307	HP:0006564	Fluctuating hepatomegaly	0.1	1.0	1	0.0
1308	HP:0012173	Orthostatic tachycardia	0.1	1.0	1	0.0
1309	HP:0005535	Exercise-induced hemolysis	0.1	1.0	1	0.0
1310	HP:0003756	Skeletal myopathy	0.1	1.0	1	0.0
1311	HP:0005756	Neonatal epiphyseal stippling	0.1	1.0	1	0.0
1312	HP:0100493	Hypoammonemia	0.1	1.0	1	0.0
1313	HP:0006563	Malformation of the hepatic ductal plate	0.1	1.0	1	0.0
1314	HP:0010484	Hypertrophy of the upper limb	0.1	1.0	1	0.0
1315	HP:0011532	Subretinal exudate	0.1	1.0	1	0.0
1316	HP:0012595	Mild proteinuria	0.1	1.0	1	0.0
1317	HP:0008829	Delayed femoral head ossification	0.1	1.0	1	0.0
1318	HP:0007348	Hypoplasia of the pyramidal tract	0.1	1.0	1	0.0
1319	HP:0007343	Abnormal morphology of the limbic system	0.1	1.0	1	0.0
1320	HP:0008277	Abnormality of zinc homeostasis	0.1	1.0	1	0.0
1321	HP:0005508	Monoclonal immunoglobulin M proteinemia	0.1	1.0	1	0.0
1322	HP:0011363	Abnormality of hair growth rate	0.1	1.0	1	0.0
1323	HP:0007838	Progressive ptosis	0.1	1.0	1	0.0
1324	HP:0010487	Small hypothenar eminence	0.1	1.0	1	0.0
1325	HP:0100499	Tibial deviation of toes	0.1	1.0	1	0.0
1326	HP:0009772	Patchy sclerosis of finger phalanx	0.1	1.0	1	0.0
1327	HP:0012503	Abnormality of the pituitary gland	0.1	1.0	1	0.0
1328	HP:0007346	Subcortical white matter calcifications	0.1	1.0	1	0.0
1329	HP:0010724	Advanced pneumatization of the mastoid process	0.1	1.0	1	0.0
1330	HP:0007836	Mosaic corneal dystrophy	0.1	1.0	1	0.0
1331	HP:0009417	Pseudoepiphyses of the 3rd finger	0.1	1.0	1	0.0
1332	HP:0009776	Adactyly	0.1	1.0	1	0.0
1333	HP:0005532	Macrocytic dyserythropoietic anemia	0.1	1.0	1	0.0
1334	HP:0100748	Muscular edema	0.1	1.0	1	0.0
1335	HP:0002287	Progressive alopecia	0.1	1.0	1	0.0
1336	HP:0008640	Congenital macroorchidism	0.1	1.0	1	0.0
1337	HP:0007778	Posterior retinal neovascularization	0.1	1.0	1	0.0
1338	HP:0004450	Preauricular skin furrow	0.1	1.0	1	0.0
1339	HP:0004451	Postauricular skin tag	0.1	1.0	1	0.0
1340	HP:0025147	Beaten bronze macular sheen	0.1	1.0	1	0.0
1341	HP:0025492	Microcoria	0.1	1.0	1	0.0
1342	HP:0012405	Hypocitraturia	0.1	1.0	1	0.0
1343	HP:0025379	Anti-thyroid peroxidase antibody positivity	0.1	1.0	1	0.0
1344	HP:0410064	Increased level of galactitol in red blood cells	0.1	1.0	1	0.0
1345	HP:0030057	Autoimmune antibody positivity	0.1	1.0	1	0.0
1346	HP:0025148	Dark choroid	0.1	1.0	1	0.0
1347	HP:0040047	Abnormality of the right hemidiaphragm	0.1	1.0	1	0.0
1348	HP:0008498	No permanent dentition	0.1	1.0	1	0.0
1349	HP:0007249	Decreased number of small peripheral myelinated nerve fibers	0.1	1.0	1	0.0
1350	HP:0030052	Inguinal freckling	0.1	1.0	1	0.0
1351	HP:0007230	Decreased distal sensory nerve action potential	0.1	1.0	1	0.0
1352	HP:0025498	Aceruloplasminemia	0.1	1.0	1	0.0
1353	HP:0007233	Clusters of axonal regeneration	0.1	1.0	1	0.0
1354	HP:0009374	Broad phalanges of the 5th finger	0.1	1.0	1	0.0
1355	HP:0100742	Vascular neoplasm	0.1	1.0	1	0.0
1356	HP:0006600	Progressive calcification of costochondral cartilage	0.1	1.0	1	0.0
1357	HP:0008569	Microtia, second degree	0.1	1.0	1	0.0
1358	HP:0008363	Aplasia/Hypoplasia of the tarsal bones	0.1	1.0	1	0.0
1359	HP:0007779	Anterior segment of eye aplasia	0.1	1.0	1	0.0
1360	HP:0005951	Progressive inspiratory stridor	0.1	1.0	1	0.0
1361	HP:0008668	Gonadal dysgenesis, male	0.1	1.0	1	0.0
1362	HP:0006687	Aortic tortuosity	0.1	1.0	1	0.0
1363	HP:0012177	Abnormal natural killer cell physiology	0.1	1.0	1	0.0
1364	HP:0012176	Abnormal natural killer cell morphology	0.1	1.0	1	0.0
1365	HP:0005017	Polyarticular chondrocalcinosis	0.1	1.0	1	0.0
1366	HP:0100491	Abnormality of lower limb joint	0.1	1.0	1	0.0
1367	HP:0100494	Abnormal mast cell morphology	0.1	1.0	1	0.0
1368	HP:0012175	Resistance to activated protein C	0.1	1.0	1	0.0
